Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Market Capitalization,Price to Earning,Sales,Profit after tax,OPM,Dividend yield,Price to book value,Return on equity,Earnings yield,Sales growth,Profit growth,EVEBITDA,Sales growth 3Years,PEG Ratio
Balaji Telefilms,532382,BALAJITELE,INE794B01026,Entertainment,Media & Entertainment,93.17,1135.76,,378.30,-20.87,-7.99,0.00,1.82,-7.66,-2.31,0.41,-125.45,-57.13,-29.16,
Balaxi Pharma,,BALAXI,INE618N01022,Pharmaceuticals & Biotechnology,Pharmaceuticals,25.37,140.06,57.64,280.11,2.43,3.22,0.00,0.56,0.59,5.52,-5.90,-87.13,14.48,-7.05,-0.84
Balgopal Commer.,539834,,INE119R01014,Commercial Services & Supplies,Trading & Distributors,196.00,455.66,,0.02,-5.36,-8550.00,0.00,7.29,-15.95,-1.34,-96.08,-229.78,-74.70,-86.53,
Balkrishna Inds,502355,BALKRISIND,INE787D01026,Auto Components,Tyres & Rubber Products,2284.60,44165.25,31.42,11518.33,1405.57,22.04,0.70,4.03,9.66,4.13,9.78,-3.28,17.32,3.51,29.92
Balkrishna Paper,539251,BALKRISHNA,INE875R01011,"Paper, Forest & Jute Products",Paper & Paper Products,17.08,55.03,,5.38,-6.91,-16.54,0.00,,,-0.34,56.40,-14.98,-290.46,-64.89,
Balmer Law. Inv.,532485,BLIL,INE525F01025,Finance,Holding Company,72.53,1609.97,8.98,2795.20,179.21,13.48,5.93,1.12,12.67,33.72,8.80,2.36,2.47,5.55,0.52
Balmer Lawrie,523319,BALMLAWRIE,INE164A01016,Diversified,Diversified,177.98,3043.53,10.91,2785.07,279.07,13.19,4.78,1.47,13.70,11.87,8.87,2.96,6.77,5.40,0.63
Balrampur Chini,500038,BALRAMCHIN,INE119A01028,Agricultural Food & other Products,Sugar,690.60,14612.92,39.38,6365.66,371.04,11.33,0.51,3.37,9.54,3.50,14.99,-11.31,22.24,10.36,3.90
Balu Forge,531112,BALUFORGE,INE011E01029,Industrial Products,Castings & Forgings,574.10,6969.11,26.01,1174.88,267.96,26.56,0.03,4.37,19.56,4.77,19.70,18.18,20.26,50.22,0.30
Balurghat Tech,520127,,INE654B01014,Transport Services,Road Transport,12.87,23.42,15.41,122.23,1.52,3.38,0.00,1.30,2.94,9.41,24.70,47.57,9.81,23.02,-0.58
Bambino Agro Ind,519295,,INE921D01013,Food Products,Packaged Foods,236.10,189.12,19.28,390.12,9.81,7.74,0.68,1.72,9.48,8.82,4.16,4.70,9.11,9.48,6.94
BAMPSL Sec.,531591,,INE802A01037,Finance,Non Banking Financial Company (NBFC),18.19,61.91,154.78,20.18,0.40,3.02,0.00,1.55,1.01,0.99,-20.92,-78.61,101.48,100.72,-65.03
Banaras Beads,526849,BANARBEADS,INE655B01011,Consumer Durables,"Gems, Jewellery And Watches",113.90,75.59,39.99,28.34,1.89,15.74,1.98,1.31,3.12,4.90,-7.69,-40.19,15.13,-1.86,-3.53
Banas Finance,509053,,INE521L01030,Finance,Investment Company,7.14,63.96,2.96,56.44,21.63,34.43,0.00,0.47,7.10,38.99,-9.49,110.41,2.56,41.55,0.10
Banco Products,500039,BANCOINDIA,INE213C01025,Auto Components,Auto Components & Equipments,623.50,8918.38,18.50,4110.19,481.95,17.33,3.69,5.29,30.23,6.96,21.65,11.39,11.77,18.66,0.77
Bandaram Pharma,524602,,INE875N01036,Healthcare Services,Healthcare Service Provider,21.70,39.00,39.39,78.77,0.99,4.85,0.46,1.46,2.28,5.00,133.74,19.28,16.20,49.77,0.83
Bandhan Bank,541153,BANDHANBNK,INE545U01014,Banks,Private Sector Bank,164.95,26575.29,19.64,21844.05,1353.27,46.36,0.91,1.04,4.88,6.56,-0.20,-34.11,15.24,10.89,-1.11
Bang Overseas,532946,BANG,INE863I01016,Textiles & Apparels,Garments & Apparels,34.79,47.18,7.39,232.58,6.38,3.62,0.00,0.50,8.55,10.99,19.00,63.59,8.03,24.04,0.08
Bank of Baroda,532134,BANKBARODA,INE028A01039,Banks,Public Sector Bank,239.00,123595.56,5.60,136546.33,22087.41,63.95,3.56,0.73,12.70,5.79,4.91,13.52,17.27,12.57,0.56
Bank of India,532149,BANKINDIA,INE084A01016,Banks,Public Sector Bank,145.00,66013.68,5.60,77243.58,11779.32,72.26,3.21,0.73,12.41,6.05,6.21,19.41,16.53,16.41,0.13
Bank of Maha,532525,MAHABANK,INE457A01014,Banks,Public Sector Bank,85.95,66108.91,8.77,30262.41,7535.80,68.75,2.56,1.85,22.65,5.65,15.83,31.03,17.69,22.58,0.22
Banka Bioloo,,BANKA,INE862Y01015,Construction,Civil Construction,79.00,86.36,135.73,56.49,0.64,11.74,0.00,2.18,1.74,3.45,7.74,107.16,16.55,10.47,-3.62
Bannari Amm Spg.,532674,BASML,INE186H01022,Textiles & Apparels,Other Textile Products,25.41,203.08,8.50,869.44,23.88,9.41,0.98,0.43,1.27,10.09,-2.19,103.06,6.71,-5.93,0.28
Bannari Amm.Sug.,500041,BANARISUG,INE459A01010,Agricultural Food & other Products,Sugar,3803.30,4769.22,39.17,1670.50,121.75,9.34,0.33,2.49,7.26,2.94,-7.59,7.28,23.70,-8.79,-17.64
Bansal Roofing,538546,,INE319Q01012,Industrial Products,Iron & Steel Products,157.05,207.04,18.52,163.99,11.18,10.27,1.27,4.91,28.04,7.26,50.75,67.62,12.32,18.28,0.51
Bansal Wire Inds,544209,BANSALWIRE,INE0B9K01025,Industrial Products,Iron & Steel Products,315.00,4931.51,34.14,4388.67,144.47,6.71,0.00,3.45,12.09,4.49,20.92,-6.02,17.92,19.92,0.86
Banswara Syntex,503722,BANSWRAS,INE629D01020,Textiles & Apparels,Other Textile Products,117.05,400.69,9.54,1366.14,42.01,9.74,0.85,0.69,6.53,11.57,2.91,113.68,5.62,-3.28,-0.31
Barak Valley,532916,BVCL,INE139I01011,Cement & Cement Products,Cement & Cement Products,43.48,96.35,47.70,215.52,2.02,5.92,0.00,0.77,0.23,7.28,1.70,-39.34,8.81,5.13,-0.77
Barflex Polyfilm,,BARFLEX,INE0QX401014,Industrial Products,Packaging,60.90,150.72,52.88,118.68,2.85,5.44,0.00,1.57,3.05,3.59,21.67,-63.65,23.67,,
Baroda Extrusion,513502,,INE927K01023,Industrial Products,"Aluminium, Copper & Zinc Products",9.97,193.80,21.32,192.36,9.09,6.13,0.00,7.77,280.31,6.53,17.26,151.80,15.09,11.94,0.35
Baroda Rayon,500270,,INE461A01024,Realty,"Residential, Commercial Projects",122.30,280.21,14.25,57.39,19.67,30.63,0.00,0.71,5.29,4.29,-48.52,-39.55,22.99,1.86,-0.26
Basant Agro Tech,524687,,INE473E01021,Fertilizers & Agrochemicals,Fertilizers,11.50,104.22,14.36,624.13,7.26,5.12,0.43,0.57,3.87,8.56,31.65,65.38,8.89,0.18,-0.54
BASF India,500042,BASF,INE373A01013,Chemicals & Petrochemicals,Specialty Chemicals,3864.90,16729.47,27.01,16071.06,619.32,5.85,0.65,4.21,10.74,5.40,8.41,49.95,15.81,3.17,11.59
Basilic Fly Stud,,BASILIC,INE0OCC01013,Entertainment,Media & Entertainment,188.65,476.62,9.90,417.09,48.14,18.84,0.00,1.43,19.05,14.32,10.47,8.39,5.58,73.07,0.44
Bata India,500043,BATAINDIA,INE176A01028,Consumer Durables,Footwear,672.75,8646.69,49.74,3552.59,173.84,20.03,3.72,5.42,10.62,3.93,1.91,-20.66,12.04,0.61,-2.56
Batliboi,522004,BATLIBOI,INE177C01022,Industrial Manufacturing,Industrial Products,90.81,428.87,28.88,496.18,14.85,5.23,0.66,2.25,0.37,5.23,27.77,85.86,15.24,5.33,-0.49
Baweja Studios L,,BAWEJA,INE0JFJ01011,Entertainment,"Film Production, Distribution & Exhibition",26.10,48.09,7.91,68.94,6.08,16.84,0.00,0.44,5.68,13.19,-8.77,-26.57,7.01,-2.24,-0.92
Bayer Crop Sci.,506285,BAYERCROP,INE462A01022,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,3989.90,17931.45,24.49,5595.40,732.10,15.96,3.76,6.05,23.70,5.67,-2.79,23.56,15.68,3.36,46.21
Bazel Internatio,539946,,INE217E01014,Finance,Non Banking Financial Company (NBFC),23.96,23.52,23.06,4.60,1.02,37.17,0.00,0.36,1.23,5.67,-9.45,-30.61,16.40,,
BCL Industries,524332,BCLIND,INE412G01024,Beverages,Breweries & Distilleries,36.62,1080.89,9.27,2582.89,116.60,9.66,0.96,1.19,13.44,13.87,-13.08,13.24,5.73,15.36,0.46
BCPL Railway,542057,BCPL,INE00SW01015,Construction,Civil Construction,68.45,114.47,13.88,218.32,8.25,9.13,1.46,1.18,6.78,12.03,4.27,39.59,7.56,19.62,-1.94
BDH Industries,524828,,INE278D01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,517.10,297.85,25.44,99.71,11.71,15.27,0.97,3.87,14.83,6.10,44.78,22.75,15.57,8.82,2.64
Beacon Trust.,,BEACON,INE639X01027,Capital Markets,"Depositories, Clearing Houses and Other Intermediaries",83.60,151.02,21.64,35.12,6.98,35.45,0.00,2.92,14.46,6.49,29.69,28.55,11.91,31.15,0.99
Beardsell,,BEARDSELL,INE520H01022,Industrial Products,Other Industrial Products,25.31,99.82,9.25,281.58,10.79,8.15,0.40,1.09,13.20,15.91,2.63,3.25,4.38,5.84,0.87
Bedmutha Indus.,533270,BEDMUTHA,INE844K01012,Industrial Products,Iron & Steel Products,112.37,362.55,21.68,1697.57,16.72,3.91,0.00,2.39,4.38,11.01,51.93,45.64,6.44,28.78,-1.10
Beekay Steel Ind,539018,BEEKAY,INE213D01015,Industrial Products,Iron & Steel Products,417.40,796.07,18.22,1266.91,43.70,9.28,0.24,0.76,3.57,7.80,13.81,-51.38,8.50,1.36,-0.66
Beezaasan Exp.,544369,,INE13VU01016,Chemicals & Petrochemicals,Explosives,550.65,834.33,62.97,211.58,13.25,9.76,0.00,5.37,10.51,2.26,-1.59,13.84,38.08,-2.45,0.97
Behari Lal Engg.,544870,BLEL,INE1EEM01017,Industrial Products,Iron & Steel Products,453.15,1916.94,29.64,532.62,64.68,16.76,0.00,,23.62,4.68,5.12,23.69,18.60,4.86,0.96
Belding India,513307,,INE363L01045,Industrial Products,"Aluminium, Copper & Zinc Products",1018.55,1474.74,,0.25,-8.57,-1832.00,0.00,1.41,-0.97,-0.02,-99.86,-2233.80,378.62,,
Bella Casa Fashi,539399,BELLACASA,INE344T01014,Textiles & Apparels,Garments & Apparels,242.85,325.12,18.09,446.43,17.97,7.17,0.82,1.95,12.72,8.10,22.44,4.72,10.67,27.32,0.49
Belrise Industri,544405,BELRISE,INE894V01022,Auto Components,Auto Components & Equipments,236.86,22907.96,46.39,7818.66,493.76,13.62,0.23,4.15,12.59,3.45,12.22,33.74,20.18,11.75,2.14
Bemco Hydraulics,522650,,INE142E01022,Industrial Manufacturing,Industrial Products,107.25,469.05,29.04,101.01,16.15,23.73,0.09,5.55,18.51,5.13,3.50,19.72,18.37,26.10,0.53
BEML Land Assets,543898,BLAL,INE0N7W01012,Finance,Investment Company,160.88,669.98,292.57,1.96,2.29,55.10,0.00,598.19,0.90,0.15,,152.40,620.33,,11.12
BEML Ltd,500048,BEML,INE258A01024,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,2057.80,17139.21,96.04,4536.15,178.46,7.72,0.83,5.84,4.78,1.64,12.78,-40.29,46.72,3.72,-37.66
Benara Bearings,541178,,INE495Z01011,Industrial Manufacturing,Industrial Products,9.93,17.58,,3.46,-16.61,-468.79,0.00,,,-20.61,-68.32,41.02,-5.12,-43.97,
Benares Hotels,509438,BENARAS,INE664D01019,Leisure Services,Hotels & Resorts,10200.00,1326.00,30.13,148.02,44.01,41.95,0.25,6.24,22.51,4.76,7.67,-0.86,18.53,14.24,1.32
Benchmark Comp.,544052,,INE0Q2Z01013,IT - Services,IT Enabled Services,45.10,30.96,9.13,66.01,3.39,8.18,0.00,1.02,11.78,33.80,51.99,100.59,2.25,27.36,0.47
Bengal & Assam,533095,BENGALASM,INE083K01017,Finance,Non Banking Financial Company (NBFC),6332.50,7221.52,9.39,2436.68,768.85,15.63,0.79,0.68,8.11,5.58,12.13,6.41,15.60,-47.01,-2.02
Bengal Tea & Fab,532230,,INE665D01016,Agricultural Food & other Products,Tea & Coffee,139.25,125.41,18.94,52.59,6.62,5.25,1.08,0.64,2.32,8.70,1.72,456.30,9.37,1.99,0.27
Berger Paints,509480,BERGEPAINT,INE463A01038,Consumer Durables,Paints,485.30,56586.12,46.07,12263.24,1228.27,15.59,0.82,8.18,17.31,2.95,5.22,5.08,27.35,3.98,4.83
Bervin Invest.,531340,,INE348I01018,Finance,Other Financial Services,55.23,32.58,21.58,0.00,1.51,,0.00,1.73,-66.05,5.78,-100.00,107.44,17.30,,-0.90
Beryl Drugs,524606,,INE415H01017,Pharmaceuticals & Biotechnology,Pharmaceuticals,24.59,12.47,20.11,22.05,0.62,11.43,0.00,1.26,4.33,7.45,4.55,169.57,5.81,-10.39,-1.10
Beryl Securities,531582,,INE508J01015,Finance,Non Banking Financial Company (NBFC),28.26,13.71,24.93,5.28,0.55,40.53,0.00,1.33,3.16,9.87,125.64,61.76,9.61,77.14,0.71
Best Agrolife,539660,BESTAGRO,INE052T01021,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,19.29,684.16,23.11,1271.63,29.60,10.38,0.52,0.89,1.16,9.09,-24.14,-56.81,7.65,-10.38,-0.36
Best Eastern Hot,508664,,INE553F01035,Leisure Services,Hotels & Resorts,15.92,26.83,,5.72,-0.39,2.97,0.00,15.42,-29.14,-0.51,-7.44,-457.14,95.71,-2.66,
Beta Drugs Ltd,,BETA,INE351Y01019,Pharmaceuticals & Biotechnology,Pharmaceuticals,2218.50,2459.40,53.95,410.17,45.59,20.32,0.00,9.19,18.78,3.03,6.20,-9.41,26.66,19.22,5.12
Betex India,512477,,INE765L01017,Textiles & Apparels,Other Textile Products,510.50,76.58,12.94,102.04,5.92,7.10,0.00,1.86,15.11,10.92,7.83,279.49,8.32,10.71,0.60
BEW Engg,,BEWLTD,INE0HQI01014,Industrial Manufacturing,Industrial Products,49.30,64.45,17.05,185.54,3.78,5.17,0.00,0.46,2.71,7.18,38.09,-69.07,12.23,20.66,-0.86
BF Investment,533303,BFINVEST,INE878K01010,Finance,Holding Company,469.35,1767.57,4.54,78.18,389.57,84.68,2.13,0.21,3.65,43.32,22.65,398.68,2.31,34.73,1.60
BF Utilities,532430,BFUTILITIE,INE243D01012,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity",542.45,2042.87,,18.98,-8.33,-56.80,0.00,12.28,1.52,-0.38,0.42,-270.00,-283.20,1.51,
BGR Energy Sys.,532930,BGRENERGY,INE661I01014,Construction,Civil Construction,246.26,1777.05,,226.87,-1247.16,-255.71,0.00,,,-6.43,-38.23,-11.41,-15.92,-28.10,
Bhadora Indust.,,BHADORA,INE0ZRC01017,Industrial Products,Cables - Electricals,111.95,208.23,20.95,124.93,9.94,13.04,0.00,2.54,19.31,7.36,13.58,-7.88,13.20,89.22,0.07
Bhagawati Gas,500051,,INE099C01010,Chemicals & Petrochemicals,Industrial Gases,8.55,14.31,14.17,0.17,1.01,-800.00,0.00,0.93,6.51,12.40,-63.83,274.07,7.61,24.36,0.87
Bhageria Indust.,530803,BHAGERIA,INE354C01027,Chemicals & Petrochemicals,Dyes And Pigments,304.65,1329.62,17.91,997.45,74.25,11.52,0.82,2.21,7.77,7.63,55.21,54.14,9.94,20.22,0.37
Bhagiradha Chem.,531719,BHAGCHEM,INE414D01027,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,264.60,3431.04,124.67,607.19,27.52,12.96,0.06,4.91,2.63,1.56,34.08,126.88,44.37,2.20,-4.76
Bhagwati Auto,504646,,INE106G01014,Auto Components,Auto Components & Equipments,664.45,191.36,13.21,182.78,14.49,13.69,0.53,3.25,24.72,11.37,25.21,126.05,7.60,3.52,0.70
Bhagyanagar Ind,512296,BHAGYANGR,INE458B01036,Non - Ferrous Metals,Copper,370.45,1240.88,19.74,2597.30,62.85,4.94,0.00,4.60,21.58,8.21,49.10,216.31,11.46,8.79,0.28
Bhandari Hosiery,512608,BHANDARI,INE474E01029,Textiles & Apparels,Other Textile Products,3.03,100.89,13.54,268.28,7.45,10.14,0.33,0.55,4.62,10.93,-5.34,-6.41,6.82,-0.28,2.38
Bhanderi Infra.,538576,,INE336Q01016,Realty,"Residential, Commercial Projects",131.00,34.02,170.10,3.92,0.20,17.60,0.00,1.28,0.76,0.77,-25.19,-84.50,122.56,-14.54,-5.69
Bhansali Engg.,500052,BEPL,INE922A01025,Chemicals & Petrochemicals,Petrochemicals,127.50,3172.95,15.88,1440.25,199.87,17.09,3.14,2.93,17.27,10.12,5.47,15.83,9.60,-2.16,1.65
Bharat Agri Fert,531862,,INE842D01029,Fertilizers & Agrochemicals,Fertilizers,22.19,117.29,,21.44,-6.67,26.21,0.00,2.65,-10.62,0.04,-15.46,-1158.73,29.09,-8.37,
Bharat Bhushan,511501,,INE900A01013,Finance,Other Financial Services,22.99,15.54,51.80,0.97,0.30,43.30,1.74,0.59,0.36,2.73,51.56,87.50,36.69,7.97,-5.67
Bharat Bijlee,503960,BBL,INE464A01036,Electrical Equipment,Heavy Electrical Equipment,2289.30,2587.62,23.14,2356.07,111.84,6.50,1.53,1.28,6.05,6.48,18.29,-18.72,13.64,17.03,1.78
Bharat Coking,544678,BHARATCOAL,INE05XR01022,Consumable Fuels,Coal,33.81,15745.32,,12910.81,-116.68,-5.81,0.00,2.72,1.91,-0.12,-14.28,-90.54,35.10,2.63,
Bharat Dynamics,541143,BDL,INE171Z01026,Aerospace & Defense,Aerospace & Defense,1255.00,46003.59,88.34,2766.10,520.77,12.72,0.39,10.85,10.19,1.73,-18.69,-7.13,52.13,-0.64,14.53
Bharat Electron,500049,BEL,INE263A01024,Aerospace & Defense,Aerospace & Defense,405.35,296301.88,48.21,28717.35,6146.43,28.55,0.62,12.35,27.45,2.84,19.83,11.75,32.81,15.90,1.82
Bharat Forge,500493,BHARATFORG,INE465A01025,Auto Components,Auto Components & Equipments,1956.00,93514.14,92.61,17542.84,1009.77,16.79,0.43,9.76,11.99,2.15,17.54,-1.52,31.67,9.20,2.78
Bharat Gears,505688,BHARATGEAR,INE561C01019,Auto Components,Auto Components & Equipments,102.93,158.05,10.53,820.03,15.01,6.16,0.97,1.20,13.40,15.06,24.00,282.38,4.02,0.77,1.60
Bharat Global,521238,,INE893C01032,IT - Hardware,Computers Hardware & Equipments,158.80,1608.00,,6.16,-2.63,-49.35,0.00,8.45,-0.06,-0.15,-99.03,-117.63,-680.90,,
Bharat Immunolog,524663,,INE994B01014,Pharmaceuticals & Biotechnology,Pharmaceuticals,15.34,66.24,,7.65,-18.07,-231.76,0.00,0.84,-17.67,-12.96,-89.99,-42.40,-7.80,-12.61,
Bharat Parenter.,541096,BPLPHARMA,INE365Y01019,Pharmaceuticals & Biotechnology,Pharmaceuticals,1533.30,1056.74,,323.17,-15.41,3.27,0.07,3.28,-2.54,-1.19,-11.19,-171.78,59.01,16.59,
Bharat Rasayan,590021,BHARATRAS,INE838B01021,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,1171.80,1947.66,14.02,1202.60,138.93,14.69,0.04,1.56,12.20,9.84,-5.17,-9.02,8.90,0.17,5.99
Bharat Road,540700,BRNL,INE727S01012,Construction,Civil Construction,17.12,143.72,,155.44,-134.22,-80.82,0.00,0.36,-8.08,-70.30,-61.27,-179.94,-2.44,-22.10,
Bharat Seats,523229,BHARATSE,INE415D01024,Auto Components,Auto Components & Equipments,211.69,1329.41,28.13,2101.72,47.26,5.03,0.71,5.79,20.43,5.21,48.32,34.03,12.84,22.90,1.07
Bharat Textiles,531029,,INE201N01019,Commercial Services & Supplies,Trading & Distributors,27.08,15.86,34.48,19.57,0.46,3.68,0.00,6.50,14.51,5.72,28.16,253.85,13.05,12.10,2.12
Bharat Wire,539799,BHARATWIRE,INE316L01019,Industrial Products,Iron & Steel Products,181.32,1247.17,18.05,579.28,69.08,21.78,0.00,1.53,12.44,7.88,-7.68,-1.24,10.24,0.08,3.48
BharatRohan Air.,544535,,INE0QMV01017,Agricultural Food & other Products,Other Agricultural Products,134.00,266.97,25.19,85.41,10.60,16.99,0.00,3.05,16.93,5.38,203.19,12.77,17.30,136.34,0.32
Bharti Airtel,532454,BHARTIARTL,INE397D01024,Telecom - Services,Telecom - Cellular & Fixed line services,1840.00,1148252.20,36.77,220049.30,31230.76,56.87,1.30,7.52,20.27,5.65,19.63,5.79,10.20,14.88,0.81
Bharti Hexacom,544162,BHARTIHEXA,INE343G01021,Telecom - Services,Telecom - Cellular & Fixed line services,1495.40,74770.00,40.46,9600.70,1848.19,52.62,1.20,10.44,25.95,3.74,7.87,28.63,15.25,12.45,0.88
Bhartiya Intl.,526666,BIL,INE828A01016,Consumer Durables,Leather And Leather Products,907.85,1217.46,47.54,1450.85,25.61,7.81,0.00,2.50,2.87,5.63,34.34,-3.97,14.04,19.36,-1.18
Bhaskar Agrochem,524534,,INE972C01018,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,111.80,58.24,11.09,123.48,5.25,8.26,0.89,2.65,24.97,10.40,21.00,-4.02,7.90,30.18,0.06
Bhatia Colour,543497,,INE0KQ001017,Chemicals & Petrochemicals,Specialty Chemicals,30.98,44.42,10.63,154.62,4.18,5.49,0.00,0.42,4.51,21.23,24.60,12.37,4.42,11.94,0.72
Bhatia Communic.,540956,,INE341Z01025,Retailing,Speciality Retail,32.02,450.37,22.51,669.88,20.01,4.34,0.12,3.40,15.16,6.57,49.05,45.53,13.71,19.95,0.88
Bhavik Enterpris,544551,,INE18PB01017,Chemicals & Petrochemicals,Trading - Chemicals,144.00,293.16,21.62,628.43,13.56,2.70,0.00,1.77,10.29,9.63,19.19,138.73,10.30,3.86,-5.29
Bhilwara Spinner,514272,,INE436C01014,Textiles & Apparels,Other Textile Products,133.40,120.78,13.96,105.64,8.65,15.76,0.00,2.41,9.35,5.57,578.92,515.87,12.23,325.01,0.09
Bhilwara Tech,533108,BTTL,INE274K01012,Textiles & Apparels,Trading - Textile Products,41.53,242.42,,27.67,-7.91,-55.98,0.00,1.50,-7.18,-2.98,126.06,-361.92,-33.57,29.12,
Bhudevi Infra,526488,,INE432N01010,Realty,"Residential, Commercial Projects",94.15,43.21,108.02,2.88,0.40,17.01,0.00,38.58,11.32,0.80,-19.55,167.80,104.50,424.15,-3.87
BIGBLOC Const.,540061,BIGBLOC,INE412U01025,Cement & Cement Products,Cement & Cement Products,41.92,593.49,353.27,306.21,1.68,7.37,0.00,4.32,-1.25,1.39,33.47,-21.13,28.31,12.29,
Bihar Sponge,500058,,INE819C01011,Ferrous Metals,Sponge Iron,12.15,109.60,9.38,167.98,11.69,-7.33,0.00,,,8.70,-42.68,32.39,8.80,-19.08,-5.58
Bikaji Foods,543653,BIKAJI,INE00E101023,Food Products,Packaged Foods,584.20,14648.02,52.80,2871.70,277.40,14.45,0.21,8.75,17.85,2.64,10.54,29.33,31.80,13.16,2.03
Bikewo Green,,BIKEWO,INE0SQH01013,Automobiles,Auto Dealer,97.80,127.56,28.35,54.49,4.50,10.31,0.00,3.05,11.20,3.59,131.68,411.36,23.60,,
BIL Vyapar,500059,BILVYAPAR,INE071A01013,Finance,Holding Company,4.04,12.67,,0.00,-0.03,,0.00,,,-0.02,,98.24,-5962.00,,
Bilcare,526853,BI,INE986A01012,Healthcare Services,"Healthcare Research, Analytics & Technology",95.85,225.68,11.34,773.04,19.90,9.10,0.00,1.15,1.66,8.32,-0.93,247.68,8.75,-9.25,0.30
Billionbrains,544603,GROWW,INE0HOQ01053,Capital Markets,Stockbroking & Allied,194.00,121707.77,49.89,5241.60,2439.67,61.65,0.00,12.61,28.81,2.95,37.74,30.83,33.37,59.64,0.75
Bimetal Bearings,505681,BIMETAL,INE469A01019,Auto Components,Auto Components & Equipments,635.00,243.21,21.28,304.86,11.43,5.68,2.13,1.06,5.08,6.23,20.76,-0.26,10.50,9.00,26.94
Binayaka Tex Pr,523054,,INE626H01019,Textiles & Apparels,Other Textile Products,1936.00,137.46,62.20,256.74,2.21,4.91,0.00,1.40,2.55,5.05,18.97,-11.60,12.40,-1.46,-2.81
Bindal Exports L,540148,,INE564V01013,Consumer Durables,"Gems, Jewellery And Watches",27.80,12.79,45.68,22.47,0.28,2.27,0.00,1.39,3.08,3.06,-16.81,47.37,22.45,-17.94,-3.61
Binny Mills,535620,,INE160L01011,Commercial Services & Supplies,Trading & Distributors,226.10,58.41,,8.84,-19.26,11.43,0.00,,,1.12,45.87,-48.04,88.83,4.23,
Bio Medica Lab,,BMLL,INE1BKA01015,Pharmaceuticals & Biotechnology,Pharmaceuticals,177.00,222.58,18.56,43.09,11.99,45.63,0.00,,45.23,7.06,,,13.34,,
Biocon,532523,BIOCON,INE376G01013,Pharmaceuticals & Biotechnology,Pharmaceuticals,397.40,64764.04,89.05,17321.10,727.26,20.42,0.13,1.89,1.40,2.34,9.83,99.92,19.98,14.85,-6.03
Biofil Chemicals,524396,BIOFILCHEM,INE829A01014,Pharmaceuticals & Biotechnology,Pharmaceuticals,32.00,52.06,108.46,34.32,0.48,2.27,0.00,2.42,-2.83,1.57,9.33,-82.80,47.48,-1.85,
Biogen Pharma,531752,,INE703D01023,Finance,Other Financial Services,0.28,29.49,,1.56,-0.17,-4.49,0.00,0.30,0.90,-0.58,15.56,-114.05,-171.59,,
Biopol Chemicals,,BIOPOL,INE0XW001014,Chemicals & Petrochemicals,Specialty Chemicals,45.75,49.43,5.51,81.14,8.97,16.58,0.00,0.99,28.24,23.67,64.85,108.12,4.19,,
Birla Cable,500060,BIRLACABLE,INE800A01015,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,376.55,1129.65,24.45,861.32,46.21,9.79,0.33,4.01,6.23,5.78,28.14,628.86,14.34,-0.90,-1.17
Birla Corpn.,500335,BIRLACORPN,INE340A01012,Cement & Cement Products,Cement & Cement Products,887.35,6833.48,12.26,9847.84,557.27,14.72,1.41,0.93,7.83,10.05,3.90,35.40,6.48,3.61,0.09
Birla Cotsyn,533006,,INE655I01032,Textiles & Apparels,Other Textile Products,17.52,463.12,,45.29,-17.06,-25.97,0.00,28.05,-62.32,-2.97,,-43.97,-46.44,,
Birla Precision,522105,BIRLAPREC,INE372E01025,Industrial Manufacturing,Industrial Products,57.92,396.10,26.96,239.12,14.69,5.70,0.09,2.24,6.66,5.62,9.21,87.85,14.67,-2.01,-12.60
BirlaNu Ltd,509675,BIRLANU,INE557A01011,Other Construction Materials,Other Construction Materials,1448.00,1091.92,,3852.14,-126.90,1.11,1.04,0.98,-14.86,-3.13,8.18,-6.56,25.22,2.35,
Birlasoft Ltd,532400,BSOFT,INE836A01035,IT - Software,Computers - Software & Consulting,289.35,8092.17,13.57,5404.46,596.51,17.21,2.25,1.97,14.06,11.74,1.35,26.11,7.84,3.46,0.75
BITS,526709,,INE839A01021,IT - Software,Software Products,7.02,78.54,103.34,1.60,0.76,47.50,0.00,4.22,3.67,0.96,34.45,192.31,80.21,22.48,1.41
Bizotic Commer.,543926,,INE0OJ401014,Textiles & Apparels,Garments & Apparels,82.81,479.07,26.69,250.79,17.95,10.44,0.00,3.99,20.52,5.17,124.04,318.41,18.45,56.71,0.30
